gen,best,avg,median,worst,feasible_count,hard_feasible_count,soft_penalty_count,A_count,B_count,C_count,individuals_with_B,individuals_with_C,individuals_all_A,b_success,b_infeasible,b_repaired,c_success,c_infeasible,c_repaired,best_A_count,best_B_count,best_C_count,truck_distance,uav_distance,energy,plan_completion_time,air_ground_reward,penalty,elapsed,avg_B_candidate_score,b_candidate_accepted_count,b_decoded_success_count,b_failure_reasons,b_gene_count_in_population,b_individual_count,best_B_candidate_score,c_candidate_accepted_count,c_decoded_success_count,c_failure_reasons,c_gene_count_in_population,closure_route_cost,delay_cost,drone_reuse_penalty,early_stop_reason,early_stop_triggered,energy_cost,final_return_penalty,future_objective,future_route_proximity_reward,future_station_coverage_reward,future_terminal_penalty,infeasible_penalty,last_improvement_gen,min_fitness,mutation_b_added,mutation_b_removed,no_improvement_count,orders_where_B_feasible,population_size,raw_truck_distance,raw_uav_distance,repair_penalty,residual_cost,seconds_per_generation,station_queue_penalty,time_cost,total_fitness,truck_distance_cost,uav_distance_cost,unserved_penalty,waiting_cost
36,2426.1312325826048,205888.1675345784,204152.17892596725,749346.3730168856,4,4,116,2773,661,406,120,119,0,577,84,0,303,103,211,26,5,1,91758.18716170534,20350.786383558774,1378.0356649680891,8638.478902132132,2000.0,0,3317.0594444274902,-319.16708157719825,577,577,{'payload_exceed': 84},661,120,-372.4501820484852,303,303,"{'drone_not_at_independent_node': 43, 'payload_exceed': 60}",406,0.0,0.0,0.0,,False,1378.0356649680891,0.0,-1621.2222898366426,752.2605784897113,900.0,31.038288653068644,0.0,31,2426.1312325826048,5631,1735,5,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,91758.18716170534,20350.786383558774,0.0,0.0,88.27120041847229,0.0,4319.239451066066,2426.1312325826048,0.0,0.0,0.0,350.0784063850922
37,2426.1312325826048,196541.84005628867,204054.64677808082,611208.8668643939,3,3,117,2738,701,401,120,118,0,612,89,0,298,103,219,26,5,1,91758.18716170534,20350.786383558774,1378.0356649680891,8638.478902132132,2000.0,0,3410.1070115566254,-316.57788752387,612,612,{'payload_exceed': 89},701,120,-366.3308309382554,298,298,"{'payload_exceed': 47, 'drone_not_at_independent_node': 56}",401,0.0,0.0,0.0,,False,1378.0356649680891,0.0,-1621.2222898366426,752.2605784897113,900.0,31.038288653068644,0.0,31,2426.1312325826048,5799,1794,6,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,91758.18716170534,20350.786383558774,0.0,0.0,93.04752016067505,0.0,4319.239451066066,2426.1312325826048,0.0,0.0,0.0,350.0784063850922
38,2426.1312325826048,195755.08732042433,203986.59456051694,605985.3337221051,3,3,117,2706,756,378,120,116,0,670,86,0,274,104,202,26,5,1,91758.18716170534,20350.786383558774,1378.0356649680891,8638.478902132132,2000.0,0,3465.284656524658,-314.83728901151954,670,670,{'payload_exceed': 86},756,120,-374.26920108205115,274,274,"{'drone_not_at_independent_node': 60, 'payload_exceed': 44}",378,0.0,0.0,0.0,,False,1378.0356649680891,0.0,-1621.2222898366426,752.2605784897113,900.0,31.038288653068644,0.0,31,2426.1312325826048,5966,1846,7,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,91758.18716170534,20350.786383558774,0.0,0.0,55.17767858505249,0.0,4319.239451066066,2426.1312325826048,0.0,0.0,0.0,350.0784063850922
39,2426.1312325826048,199314.54328268027,193851.3060011692,706121.6842956285,4,4,116,2742,747,351,120,115,0,650,97,0,256,95,184,26,5,1,91758.18716170534,20350.786383558774,1378.0356649680891,8638.478902132132,2000.0,0,3529.05166554451,-316.7532727920876,650,650,{'payload_exceed': 97},747,120,-364.16476577384606,256,256,"{'drone_not_at_independent_node': 35, 'payload_exceed': 60}",351,0.0,0.0,0.0,,False,1378.0356649680891,0.0,-1621.2222898366426,752.2605784897113,900.0,31.038288653068644,0.0,31,2426.1312325826048,6140,1906,8,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,91758.18716170534,20350.786383558774,0.0,0.0,63.766010761260986,0.0,4319.239451066066,2426.1312325826048,0.0,0.0,0.0,350.0784063850922
40,2426.1312325826048,168622.92669056394,119158.42564700986,513364.2903638938,2,2,118,2792,677,371,120,117,0,612,65,0,273,98,191,26,5,1,91758.18716170534,20350.786383558774,1378.0356649680891,8638.478902132132,2000.0,0,3598.6480610370636,-317.86156202367556,612,612,{'payload_exceed': 65},677,120,-380.4542648528141,273,273,"{'payload_exceed': 63, 'drone_not_at_independent_node': 35}",371,0.0,0.0,0.0,,False,1378.0356649680891,0.0,-1621.2222898366426,752.2605784897113,900.0,31.038288653068644,0.0,31,2426.1312325826048,6270,1961,9,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,91758.18716170534,20350.786383558774,0.0,0.0,69.59687757492065,0.0,4319.239451066066,2426.1312325826048,0.0,0.0,0.0,350.0784063850922
41,2426.1312325826048,181491.12335300384,200411.22100555006,709214.9542918092,2,2,118,2754,685,401,120,119,0,613,72,0,281,120,189,26,5,1,91758.18716170534,20350.786383558774,1378.0356649680891,8638.478902132132,2000.0,0,3658.133173942566,-313.4804569147698,613,613,{'payload_exceed': 72},685,120,-361.0789472930884,281,281,"{'drone_not_at_independent_node': 58, 'payload_exceed': 62}",401,0.0,0.0,0.0,,False,1378.0356649680891,0.0,-1621.2222898366426,752.2605784897113,900.0,31.038288653068644,0.0,31,2426.1312325826048,6410,2015,10,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,91758.18716170534,20350.786383558774,0.0,0.0,59.485634088516235,0.0,4319.239451066066,2426.1312325826048,0.0,0.0,0.0,350.0784063850922
42,2426.1312325826048,189460.62527039286,204002.46855647585,819144.163506319,3,3,117,2743,709,388,120,119,0,625,84,0,286,102,190,26,5,1,91758.18716170534,20350.786383558774,1378.0356649680891,8638.478902132132,2000.0,0,3718.7736508846283,-315.0034596897254,625,625,{'payload_exceed': 84},709,120,-371.5934907952092,286,286,"{'payload_exceed': 56, 'drone_not_at_independent_node': 46}",388,0.0,0.0,0.0,,False,1378.0356649680891,0.0,-1621.2222898366426,752.2605784897113,900.0,31.038288653068644,0.0,31,2426.1312325826048,6559,2084,11,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,91758.18716170534,20350.786383558774,0.0,0.0,60.6394784450531,0.0,4319.239451066066,2426.1312325826048,0.0,0.0,0.0,350.0784063850922
43,2426.1312325826048,202115.65809779888,203954.74668905986,621451.0338084919,4,4,116,2753,704,383,119,116,0,617,87,0,280,103,188,26,5,1,91758.18716170534,20350.786383558774,1378.0356649680891,8638.478902132132,2000.0,0,3781.9603028297424,-311.4404922732845,617,617,{'payload_exceed': 87},704,119,-364.28041286090195,280,280,"{'drone_not_at_independent_node': 42, 'payload_exceed': 61}",383,0.0,0.0,0.0,,False,1378.0356649680891,0.0,-1621.2222898366426,752.2605784897113,900.0,31.038288653068644,0.0,31,2426.1312325826048,6707,2150,12,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,91758.18716170534,20350.786383558774,0.0,0.0,63.186654806137085,0.0,4319.239451066066,2426.1312325826048,0.0,0.0,0.0,350.0784063850922
44,2426.1312325826048,211383.369852282,205434.49209235195,775455.8880209348,4,4,116,2733,711,396,120,120,0,618,93,0,288,108,194,26,5,1,91758.18716170534,20350.786383558774,1378.0356649680891,8638.478902132132,2000.0,0,3851.268703222275,-310.54210284141965,618,618,{'payload_exceed': 93},711,120,-362.83176088231204,288,288,"{'payload_exceed': 53, 'drone_not_at_independent_node': 55}",396,0.0,0.0,0.0,,False,1378.0356649680891,0.0,-1621.2222898366426,752.2605784897113,900.0,31.038288653068644,0.0,31,2426.1312325826048,6857,2200,13,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,91758.18716170534,20350.786383558774,0.0,0.0,69.30071306228638,0.0,4319.239451066066,2426.1312325826048,0.0,0.0,0.0,350.0784063850922
45,2426.1312325826048,194163.7910511612,203085.68860140594,783005.2787632335,5,5,115,2807,656,377,120,116,0,571,85,0,272,105,184,26,5,1,91758.18716170534,20350.786383558774,1378.0356649680891,8638.478902132132,2000.0,0,3915.4353137016296,-317.4085070924556,571,571,{'payload_exceed': 85},656,120,-361.90965680657047,272,272,"{'payload_exceed': 62, 'drone_not_at_independent_node': 43}",377,0.0,0.0,0.0,,False,1378.0356649680891,0.0,-1621.2222898366426,752.2605784897113,900.0,31.038288653068644,0.0,31,2426.1312325826048,7012,2256,14,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,91758.18716170534,20350.786383558774,0.0,0.0,64.13425803184509,0.0,4319.239451066066,2426.1312325826048,0.0,0.0,0.0,350.0784063850922
46,2368.357699735529,184553.07092558974,134639.80435780785,758939.9706073211,6,6,114,2780,664,396,120,119,0,584,80,0,289,107,190,27,4,1,88326.29292655158,13057.984484223392,1326.754460136353,8108.63201763222,1600.0,0,4012.137458562851,-316.0607130637865,584,584,{'payload_exceed': 80},664,120,-362.2440546937193,289,289,"{'payload_exceed': 65, 'drone_not_at_independent_node': 42}",396,0.0,0.0,0.0,,False,1326.754460136353,0.0,-1626.7464265191902,757.7847151722589,900.0,31.038288653068644,0.0,46,2368.357699735529,7173,2306,0,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,88326.29292655158,13057.984484223392,0.0,4.547473508864641e-13,96.69941735267639,0.0,4054.31600881611,2368.357699735529,0.0,0.0,0.0,214.0336573022563
47,2368.357699735529,207492.37115232873,202992.82301819118,760989.397468573,7,7,113,2748,697,395,120,117,0,607,90,0,287,108,195,27,4,1,88326.29292655158,13057.984484223392,1326.754460136353,8108.63201763222,1600.0,0,4078.5390994548798,-317.72358691376905,607,607,{'payload_exceed': 90},697,120,-356.9832804547159,287,287,"{'payload_exceed': 48, 'drone_not_at_independent_node': 60}",395,0.0,0.0,0.0,,False,1326.754460136353,0.0,-1626.7464265191902,757.7847151722589,900.0,31.038288653068644,0.0,46,2368.357699735529,7324,2348,1,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-10']",120,88326.29292655158,13057.984484223392,0.0,4.547473508864641e-13,66.40248012542725,0.0,4054.31600881611,2368.357699735529,0.0,0.0,0.0,214.0336573022563
48,2368.357699735529,216219.847118198,204869.81105080672,725730.6115311354,7,7,113,2732,674,434,120,120,0,583,91,0,307,127,198,27,4,1,88326.29292655158,13057.984484223392,1326.754460136353,8108.63201763222,1600.0,0,4135.172965288162,-315.7817902322433,583,583,{'payload_exceed': 91},674,120,-362.83176088231227,307,307,"{'payload_exceed': 77, 'drone_not_at_independent_node': 50}",434,0.0,0.0,0.0,,False,1326.754460136353,0.0,-1626.7464265191902,757.7847151722589,900.0,31.038288653068644,0.0,46,2368.357699735529,7488,2398,2,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,88326.29292655158,13057.984484223392,0.0,4.547473508864641e-13,56.63541603088379,0.0,4054.31600881611,2368.357699735529,0.0,0.0,0.0,214.0336573022563
49,2347.251543899649,220356.76125165928,205044.04003498575,903534.0417556344,7,7,113,2740,690,410,120,118,0,612,78,0,272,138,190,27,4,1,87170.08629945545,16691.688867553017,1309.7769112378749,8014.898449971893,1600.0,0,4185.392748594284,-318.965252220905,612,612,{'payload_exceed': 78},690,120,-380.4542648528141,272,272,"{'payload_exceed': 80, 'drone_not_at_independent_node': 58}",410,0.0,0.0,0.0,,False,1309.7769112378749,0.0,-1627.1670973645578,758.2053860176263,900.0,31.038288653068644,0.0,49,2347.251543899649,7630,2454,0,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,87170.08629945545,16691.688867553017,0.0,0.0,50.21741724014282,0.0,4007.4492249859463,2347.251543899649,0.0,0.0,0.0,257.1925050403854
50,2347.251543899649,186680.8357175418,204828.50081410055,555347.9697598738,8,8,112,2770,685,385,120,118,0,611,74,0,264,121,183,27,4,1,87170.08629945545,16691.688867553017,1309.7769112378749,8014.898449971893,1600.0,0,4233.481896400452,-317.5505438502901,611,611,{'payload_exceed': 74},685,120,-362.83176088231204,264,264,"{'payload_exceed': 79, 'drone_not_at_independent_node': 42}",385,0.0,0.0,0.0,,False,1309.7769112378749,0.0,-1627.1670973645578,758.2053860176263,900.0,31.038288653068644,0.0,49,2347.251543899649,7781,2518,1,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,87170.08629945545,16691.688867553017,0.0,0.0,48.08951497077942,0.0,4007.4492249859463,2347.251543899649,0.0,0.0,0.0,257.1925050403854
51,1987.097774993099,213259.1797652117,203025.02427249664,910622.975842763,8,8,112,2735,742,363,120,119,0,653,89,0,255,108,171,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,4286.569873809814,-322.7832068126282,653,653,{'payload_exceed': 89},742,120,-380.4542648528141,255,255,"{'drone_not_at_independent_node': 43, 'payload_exceed': 65}",363,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,7944,2575,0,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,53.07435464859009,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
52,1987.097774993099,188431.7266744513,203477.97989947058,924416.314390903,8,8,112,2785,701,354,120,117,0,620,81,0,251,103,164,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,4336.255484342575,-319.79180375544826,620,620,{'payload_exceed': 81},701,120,-356.0833023360868,251,251,"{'payload_exceed': 52, 'drone_not_at_independent_node': 51}",354,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,8067,2639,1,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,49.68462061882019,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
53,1987.097774993099,188526.98523962166,203550.81148440094,664146.9117777133,7,7,113,2806,689,345,120,118,0,610,79,0,242,103,168,26,4,2,86879.21081807886,19392.749209162426,1304.7186796214507,7621.010637612828,1600.0,0,4387.866365671158,-319.5065303073623,610,610,{'payload_exceed': 79},689,120,-374.2643839042995,242,242,"{'payload_exceed': 61, 'drone_not_at_independent_node': 42}",345,0.0,0.0,0.0,,False,1304.7186796214507,0.0,-1615.0647765072054,750.9318960391726,900.0,35.867119531967234,0.0,51,1987.097774993099,8215,2686,2,"['ORD-115929A7-3', 'ORD-1A933420-16', 'ORD-2E93EB29-10', 'ORD-43D9FCA0-4', 'ORD-5AD8F1CB-6', 'ORD-5C566AAE-19', 'ORD-60247FE4-11', 'ORD-8B103C37-9', 'ORD-98C051FD-7', 'ORD-9BD1F880-12', 'ORD-B030DF3D-5', 'ORD-B52013F1-17', 'ORD-C3700E18-2', 'ORD-CA4C84B1-8', 'ORD-D08A32AB-1', 'ORD-E484F83F-20', 'ORD-EA3CAACA-13', 'ORD-EA5DEA56-15', 'ORD-F18196A7-14', 'ORD-F923F8F8-18', 'ORD-STATIC-01', 'ORD-STATIC-03', 'ORD-STATIC-04', 'ORD-STATIC-05', 'ORD-STATIC-09', 'ORD-STATIC-10']",120,86879.21081807886,19392.749209162426,0.0,-1.3642420526593924e-12,51.608882427215576,0.0,3810.505318806414,1987.097774993099,0.0,0.0,0.0,86.93855307243984
